Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
73587.0464630267,5.9444921084877,6.53014678035772,2.3,25271.9309752887,1064509.52262081
49728.4370341131,5.84484644473185,7.53157271733002,3.19,37608.6797541397,872365.879935804
60631.1108417007,5.95671813272828,7.62803084815196,3.11,40928.2841850533,1117741.75732422
78404.3633038035,7.06679163200917,6.85862450701265,3.03,49398.2574763813,1935172.99502019
86611.1780180785,4.84950671900054,8.30330169436661,3.01,45359.0279536984,1668670.6558121
58914.4862413793,6.5900923506979,6.31106490942075,2.46,35282.7140256268,1072704.89021544
75867.0244293209,5.53985045377702,8.06172988538952,4.18,56294.4344442444,1914746.58225995
66581.5748315319,5.41960706694053,5.88430766590556,3.25,18230.5189268578,839194.068941905
62820.179077018,7.63974100973581,7.68144378731072,6.07,23734.1695907577,1285157.86958564
69711.9039332184,6.07316834636595,8.09074678074414,3.45,36291.1452044434,1433614.96674589
82710.58981581,6.23698666675916,5.08643368404421,4.43,44768.6881102392,1459342.88679856
58828.0416270735,7.23678645850076,8.74900078834559,6.08,44277.300638299,1652845.98062876
53161.832390152,4.87925396134994,8.67877441470922,4.07,30535.2555997193,725830.602032618
79361.0265071559,4.57224107723076,6.86656491808321,3.23,53875.2890124808,1378863.68837721
58325.6956925361,6.3043222797419,7.29932069798825,6.31,31256.223327946,1003941.92889691
55772.8987414538,5.64100768569925,6.82689359816106,2.07,41638.6568684123,729882.62489069
71893.429342618,5.82687023595691,7.10399553125148,3.39,40364.1931450662,1270047.5281294
75922.8855770586,6.68912125495179,6.3412461082432,2.16,49458.6650680081,1695706.13152543
54648.2860726486,5.53112359120904,8.46138084034921,4.09,20270.5419454463,714822.587170234
71857.5714089107,6.42589256545145,6.22554836729966,4.05,52563.9798233381,1462899.03145555
67424.1882210464,5.36761582109881,7.60175438369431,6.11,32412.8431416477,1127260.12575137
70564.8625763842,5.14661808549447,6.5979942604378,4.5,38376.4682541331,1014226.29857076
74237.2612787017,4.6635062005041,4.70501538745219,4.35,37651.0145331675,852982.5643786
58004.2709030025,5.17434663519786,8.32777647385746,6.36,29182.7206017576,830286.706578531
101928.858059878,4.82958619037811,9.03938154413605,4.08,22804.9919351806,1938866.4898749
55809.4945891391,6.85452240857147,6.33024340815709,4.2,49001.9012502793,1247645.40971081
48357.0634748849,4.72764596548344,7.98951566978785,3.03,45206.7255050357,813415.128067751
65017.7456258181,5.00050414318679,5.94575961062514,2.37,26910.3207530494,679373.40147197
66949.0012049368,5.4945350868015,5.94590003866117,3.18,30323.7398828065,814879.206289094
82848.5586294211,5.72919818344782,6.2819163934729,4.47,40338.1103673632,1489540.13490321
65851.2628927678,6.51709667109956,7.18191239278108,5.09,36110.0630887773,1468738.75486904
93579.1166772254,5.82144736260032,6.49012889410379,4.49,38977.9373897696,1859883.66124048
76114.1593615367,6.76969919748618,7.32160965980422,5.02,42601.8153014212,1558758.79585876
84289.7950011467,7.76205926304979,7.94618461935355,4.09,42768.4580980352,2120888.34520963
57715.5398867178,5.54906259519064,7.64873058108611,5.16,19844.1725701118,790598.826988368
85825.8591497479,6.61475541693536,6.25590011032894,3.36,13983.3012487494,1137465.33591705
62765.2940495364,7.67889120467254,7.45990851598273,4.08,22272.186038332,1369753.28174858
70205.7215394983,5.83835012049851,8.65734263540169,5.37,26973.4334301647,1433221.1223841
66595.6632386169,4.7864841639569,7.47614209314719,3.16,42385.4008193399,1373048.09902299
64303.6400939789,5.62637253456362,6.58325165441181,3.42,20214.5980016949,941950.579456466
57358.62333244,7.35313174501466,7.09683981564548,3.14,22061.5854147751,948279.939379407
74216.1290492755,6.03876309182822,7.004803041225,3.28,45068.5993383968,1365036.08375726
68503.4855372007,4.40354908058814,8.41955983066545,4.42,34699.2581764127,1289082.363025
55481.2867443376,5.73354735587934,9.6997733285663,3.46,42179.670042363,1398979.24870824
75265.9982675911,8.31284729512674,7.49459124400699,5.33,13108.0178851531,1559678.61336624
68854.0908522081,6.74579574226124,8.19430510111149,5.23,37482.5457568909,1485677.06380681
74854.1001068808,4.60499873417128,7.67923057205337,4.06,50538.0135358195,1553592.97994692
54634.3176592168,5.74318690103623,8.04578157018326,6.3,41564.0062953011,1179278.09433481
57098.2023995997,8.17213012360345,5.75973952179603,2,42721.2856944169,1262465.98930297
68035.5621222826,6.48710299394057,8.81088364907951,4.06,34174.7442770133,1663509.39262403
63128.6065212269,5.45941873503963,6.9535251080169,3.02,39536.8097029073,930011.570887403
62937.0479673478,6.17180229885767,8.93118455851136,3.14,38082.4834428186,1584167.85130265
82915.91143274,7.078994202025,7.88270054819505,5.2,50445.6473678318,2185480.09068833
70138.533620942,6.45976436301626,6.84455679334878,4.05,44684.7371945995,1529028.71437866
75611.4718125494,5.69287772142832,7.1741656953727,6.18,22047.1991075932,998240.85078561
42822.3110961679,6.61298919836302,4.99375977834122,3.34,29670.2023148529,513215.988231409
60145.2308582444,7.34918429229346,8.01206275326215,5.19,25198.7866732576,1136448.40876046
87853.8483008941,6.52472738938105,7.571808331249,6.43,42302.2609980477,1898668.84371446
66392.5709860294,5.38061860265028,8.02328828171812,5.13,26623.1841605479,1255576.27295436
58204.2230858121,6.30181402667914,7.3756160326875,5.41,46663.4027445341,1367641.27038369
88244.6148673804,6.54837543339553,8.76548129200674,3.36,25791.9949851198,1788285.2389933
68737.5987113764,4.50065575021426,8.45008375416899,6.18,34216.6917220752,1230363.2340835
56423.0342772713,4.67084660304164,8.10986528723791,3.03,40155.7428493033,1000216.85767411
66678.0621665127,3.90784119016698,7.49608865917562,5.02,23031.1703163104,587007.84424
71517.0142408568,7.90559502007213,7.73138635694975,5.02,40239.2825745582,1734373.04381996
66097.6220282803,3.97949608107952,6.15177134047616,4.19,37467.5963112894,762167.253331299
76423.3175704975,7.56187881633553,7.67293720916561,5.25,24402.2373124137,1532845.72311946
72660.1576362815,5.44765133270982,6.13097657056014,4.39,48711.5546955944,1243501.65083871
92787.2824788842,5.19371980721214,6.82512955337299,2.24,36590.4504170458,1628878.09380949
78535.6407173195,7.03604326155389,7.11149676670382,3.33,44280.0760553366,1767330.93414874
58110.5742884489,5.87836948025027,6.82545318843748,2.41,49355.9787904461,1308752.50447942
71614.5930548938,6.35768390053643,8.33942005896345,4.38,29922.1701967022,1311681.41968419
76813.780154782,6.975435549898,6.91447769199773,3.11,31822.4858510898,1567368.28495117
73508.35912114,6.27170471958974,6.7729897666839,3.49,34894.5763342532,1126821.10881128
63805.700599031,7.12030439505192,5.90790109396842,4.35,48433.8207905674,1473761.53181668
67651.5332178697,6.30791596858623,6.2971603100714,4.42,50823.4597840642,1366000.57009986
69086.60579335,5.64916839854377,9.07923456150444,6.41,39890.2970375664,1677612.4421426
93822.3084801881,7.30759597581365,6.7391364548476,3.39,28555.7877463364,1789973.20520199
89808.6285884331,6.99119996984917,8.42881653869648,3.19,30847.0916102594,1961715.86669203
64896.6233746058,5.74692501350128,4.71390706453925,2.01,33201.0778748663,673225.111889516
61853.8638834197,7.21635583094049,7.67262469376413,3.5,23811.2336506134,1230391.46829734
64205.8632010156,5.60828964571787,6.10727883442904,2.28,48649.6103854421,1124818.11419581
74872.361187709,6.74371722252988,7.12902983640137,3.17,20068.1552157151,1090996.14301478
81980.5890611266,5.62500540773276,8.45679326881855,3.33,41393.5940246699,1570154.41418399
52801.9791728718,5.86978644386556,6.17553297416324,3.18,21518.0449245314,685123.139313775
54510.2000978175,5.05258001257671,8.7236676648856,4.15,20211.4369936922,845553.369501205
61868.6074625262,5.78712410577091,4.77497825087011,3.17,34967.0756308422,974805.993712882
63655.1816313606,7.5370237494485,7.29278247959684,3.17,16409.1162838637,1247660.98975209
86031.5127467607,5.29349842248863,7.37298995167954,5.16,35417.7696472086,1381417.24950466
72748.5129647086,6.87926294602303,8.78314397741118,6.28,40137.5024429196,1726364.39797808
61839.7678629135,7.74011257878469,5.93784680177327,3.24,26064.8203160892,961539.059923646
76519.6820667081,6.45582514065708,6.64490689998647,2.17,28961.4277599722,1359978.15993889
76774.8577877095,6.23292155654475,6.39669331802416,2.05,34313.827696672,1384466.43691295
76659.7494756081,5.90132462756088,7.03922669972257,6.37,41717.720691479,1531447.28528137
71371.4336308102,5.9699053762734,5.29841782252989,3.38,52265.6011565743,1418595.72715016
83460.8713072459,5.7365395056178,6.98071306059361,2.43,31385.4629808069,1476386.99627283
74740.732875652,5.62551337490129,5.78726116019921,4.36,29954.6176193434,1168355.31978963
70229.015844689,6.66055825435087,7.64284366358726,6.25,28829.0088304135,1222701.01211165
72950.8635357382,5.32036874232993,5.11209901245804,4.27,38711.034657946,987447.777485791
58515.9460900644,5.95447595392902,6.32271591919519,4.43,33776.4784544851,982790.871003638
52207.4439250493,5.27351234758113,7.45182665117037,5.06,21095.5856943882,527749.403864781
72821.247664235,6.48081912214334,7.11665502830555,5.33,40594.0592968512,1391232.52651226
66250.3166850213,4.8585196885372,7.75869160091085,3.08,24201.7530771276,1094321.88275509
74275.5040548781,6.00142633724716,8.49469663842016,6.32,38535.7264317618,1610217.17700324
81167.4410969319,8.10065159970314,6.34096020712935,4.5,28713.9620236379,1768705.12527915
56119.3325317634,7.80940506527941,7.37274422270061,4.4,36041.2753142947,1236258.07968267
84998.4589123462,5.89887069057161,6.25899477956462,3.5,28623.4103220429,1329007.20344815
69604.4277544903,7.00615574569936,7.56881965647988,6.37,40684.0777153162,1704126.8763505
70775.4348841588,6.13173251395658,6.90907463639874,3.2,40561.2971067856,1321888.26829997
66236.8405609691,6.85613508147802,5.06661432587582,3.22,38906.8573628115,1113936.63783162
57451.8682717727,5.1161756625127,7.9458783048671,5.08,38532.9800296776,1043628.37035454
66293.8844021372,6.83968137328173,7.32841549053276,6.13,48877.5009691329,1663653.70975754
69100.9903053598,4.27245664827557,6.24833885078485,2.29,46139.1367595979,969678.567288796
75729.7655462565,5.58059853687763,7.64297333111142,4.21,29996.018447963,1183014.50867395
58599.6156000394,5.66621445843129,7.06757466925621,3.43,26569.6587238053,957814.603143681
59498.0793679845,5.52213470480795,7.42920232546671,3.43,25401.1018816223,912891.680588
72409.6664865103,6.11668409955092,8.47291576950837,6.33,40605.9674306184,1479758.31752676
69316.7968885011,6.30040888792909,7.87357589154573,4.28,24448.2114610424,1431507.62342797
68656.9067732231,7.35445791550867,8.78790783011484,6.36,43833.853436773,1747911.49585289
71240.2516405548,5.92412741711878,8.88519179298997,5.09,42566.5017740806,1563083.33601656
73223.9423033619,5.08555836580057,7.70676078704944,6.14,41113.0067737209,1425745.2971483
60968.3329081727,5.92517288070895,5.75839100550622,4.29,28483.8117447602,804453.869783905
65935.6126094122,5.07318188607426,8.26163222570555,4.16,36262.4269048276,1060440.59565585
62773.5209766865,4.49684365305212,6.80352957850478,4.06,41389.364870823,954737.141064872
69304.5709480488,5.33135555288335,7.31047346925569,3.4,29465.9996084169,1152604.14151742
73218.9974069386,4.41708251622075,5.87685214117448,4.19,31619.5817005805,955943.809015016
63787.5363538976,4.64325352502774,6.00778022556033,3.25,22449.5340045696,433247.156583371
76613.0800758562,7.39360318292269,7.34670365966173,5.5,43250.9899672506,1718876.79481878
64461.3921458532,7.94961416265162,6.67512134798061,2.04,34210.9360792889,1236874.809188
41533.0129597444,6.85357826855495,5.05562863856811,4.24,31685.4026921619,682200.300559992
79575.6415394318,4.97070934822062,5.85024343332766,4.04,31050.1028143948,1141916.52543889
82185.4699044179,5.21991775497558,5.34318192563731,4.19,29258.9887576753,1162735.27192427
69853.4241780657,7.22458662050366,7.867622396796,6,41913.6369002111,1681340.63502116
51519.6185369437,6.94474747026003,5.54389664698171,4.13,43258.6446030961,945981.529632284
48616.8553654681,7.08093977534375,6.84302293831635,4.45,29770.0834275802,854045.013767169
63324.5816191438,7.7252656330924,6.21302057908945,4.42,43281.5727419023,1372994.2901085
65016.2238106441,2.64430418603671,8.30630408176268,6.05,15902.5820171851,414571.222936621
76855.8657907515,4.74099583769744,6.09163077695955,2.37,45388.3135814845,1240319.69221106
75302.0825804426,6.75932479047576,7.82284703820955,4.48,42382.7515323566,1640646.66983515
69438.7000610275,6.11953025718694,7.40337510104486,4.48,57775.2613917789,1537335.89711959
75764.2001890382,4.83766971730694,6.59211990559248,2.38,36712.2001408002,1337966.92675928
68814.9256074143,5.42843465974016,5.48619434111465,3.2,42285.9846779192,1085113.4510746
60912.3162157143,6.31314737110231,6.29896633851673,4.21,20915.8160499348,905328.769145704
41007.4586732745,5.30504169128298,6.03364313750135,3.39,39526.5663053276,494742.543577691
61949.8839930536,6.10898409505564,6.45483609869518,2.34,42092.8841567877,1237360.71841583
67421.6670454669,4.63874202547133,7.66416022640767,6.04,20167.0399887915,864899.484973818
68428.3942750633,5.26686309610683,6.14059667299405,3.22,31074.1249181855,1002192.58207068
61839.6478978444,5.67780069488978,6.66237184384146,4.48,17244.9702536927,800110.118901329
62835.2569569005,7.09584985403233,7.15646340894153,5.16,50097.950831554,1410331.82513799
72485.1974602414,4.20549516798917,5.70692527225522,2.45,43134.0380621638,1036382.76630548
60945.7217985989,4.78165148903281,5.62833476431626,3.08,34162.9567312449,437146.020350659
83729.791766268,4.40319699755841,5.2132340521895,3.19,12906.2548454338,624432.965994422
57605.7991198729,7.40983386654948,5.63792514845431,2.33,49411.4112951236,1179440.83225322
75358.4825958845,8.99139933061165,7.28267984052002,3.2,21319.9943013578,1740404.96743497
53927.4128082981,4.52806561260432,5.6755351528273,3.35,37875.5501246445,706135.144638913
60776.3871381012,6.85593251203679,5.57261033116321,3.5,28318.7504241215,870252.410964433
69648.5139516947,5.44473720179322,6.96060551946069,3.17,36038.95905289,1106149.68565739
59295.6801134319,4.73091186923585,8.09116630047872,4.44,46784.5385934462,1192677.55002104
97548.3104126051,5.46097275109306,6.60939587059862,2.5,39089.4157121111,2026303.09804233
61688.6829387077,6.84283463276133,8.33580659239496,6.15,35552.9911787132,1311473.32330823
72469.5417782636,5.60639494391197,8.04457629197378,3.07,27227.813387108,1123386.53120029
76048.372318842,6.64275699416247,7.65840870621162,6.43,22469.5225320634,1205750.23194461
79186.4504120919,6.21885267727509,9.04786128137051,6.38,17840.116785623,1582140.05960463
49220.0377946106,5.39698824489372,6.11002146932872,2.33,46981.9261009337,573434.664234319
80040.1733145953,6.44955473975278,8.45326162469376,5.5,29699.0116388417,1735826.00520535
51995.5828565162,6.76677785728181,6.74650058514054,2.3,47073.797918013,1052185.1759534
52711.1181458255,7.87412427499467,8.25412039377577,4.49,25594.1690305069,1151281.8474952
56934.4608058144,8.07870347081786,7.8086432823688,3.08,37076.1984595743,1531216.89391634
66760.7017604498,5.69641025855626,5.87067501296501,3.06,42292.5646013851,1103352.60093982
52376.6115211505,5.36108815741041,4.37796550936059,2.2,34189.1434579652,308199.891163874
70224.3204982143,7.03747733989535,6.58723656753772,4.38,40274.1666492039,1423296.11800043
62612.90930379,6.9493911118742,6.65816348336285,3.32,40789.8258084466,1315684.45666532
80284.9954255065,5.02947472180184,4.04932054763491,2.2,23457.1263973259,637951.905555102
66811.7012457825,6.03525542437386,5.47859565470595,2.06,33499.3327518184,1027191.02901264
51142.4060181134,5.3797072206058,7.30972178769517,6.25,41872.6432784778,729678.626210308
90535.1652213618,5.72284337321222,5.83362563707294,2.24,42249.3249262451,1676770.33057392
93185.8134876277,5.80734631073051,6.84229450553834,2.16,23723.0747456395,1569121.91650398
70743.1955073386,5.379595573745,5.22052770944448,3.31,26897.7120511459,874969.696866378
56024.5477430671,6.57530594121506,7.46844770090658,4.15,36215.9625464931,1172413.19696021
76224.7273516309,6.40286437682445,5.44102297765054,2.39,50003.261013666,1538985.18909838
89671.0198248185,4.38402982289245,8.88036332007783,5.07,15625.5528369161,1286572.97851797
89825.6556663937,6.60413598605724,6.57716039229095,3.46,18598.2560789888,1646033.41018364
61013.7198832891,6.83128514151402,6.13551844779905,3.04,34771.6598477164,1147313.01981614
63362.2254711961,6.1405226391895,5.91706445791836,4.02,34971.8243539335,976483.580510607
57086.3745941328,5.893367315117,7.33156687008903,4.03,39002.9012450341,1073350.0443076
69044.9421197555,4.31227564688714,5.60007267499461,4.09,34764.292220906,1084255.67827228
81438.5814315136,4.75779313705968,6.96308507661317,2.29,43340.2935606414,1432252.08107398
78299.6424827345,6.87650136386389,7.80595439406842,3.37,39298.2355186004,1676070.94296519
87386.3847286701,6.03807511392401,6.02476837137952,3.5,31735.763292013,1580557.01024894
83149.7840529401,6.29756889916869,5.58589678154447,3.45,45985.945747668,1549873.88035697
94085.4729837614,6.30565128427578,9.10889328903464,5.15,31011.3668068312,1989672.52399081
60710.1620819575,5.39984959446564,7.92051137504901,6.41,44101.2405269688,1286980.80741779
71309.2501702864,7.51361134380596,8.40930263345442,4.35,32356.9973769674,1752967.60490686
93303.6838486429,4.7205807004077,7.79374598851303,3.42,38162.6129459766,1529711.13978269
85631.0844581133,5.62484103760988,8.78375000497065,4.4,42811.7815948308,1710612.02954514
51359.9675870605,6.37412081208784,5.86063026499598,2.28,40796.6754490516,774009.547594125
75868.7723262742,5.90198111219479,6.33087576365676,3.42,39295.7026498203,1536143.59193863
82733.0549182361,5.80666101458294,8.02345257018754,5.5,39060.7650768531,1662939.09739728
67043.1953458262,5.95484579880569,5.93561862060545,4.22,53738.626895462,1443027.26306137
67037.2691043945,5.76807700363654,6.80213915053173,3.06,41042.4308717233,1282258.09329308
56696.5107038639,6.73657533606204,9.14561411108592,3.06,26083.3206890865,1245967.79942199
65837.116937774,6.30458528957384,6.50394588431576,4.09,18249.7205954358,1025908.91405283
79477.8695139645,5.83328934011853,6.93396922616985,3.17,30411.1843940183,1380070.4501179
55048.3320238014,4.30247724094838,6.1918851618223,2.14,25092.6697000746,288708.912147901
80613.4605679867,4.80972759651286,7.67096648255349,5.46,35692.2765396957,1247581.21161326
76848.1888030003,7.45131294275441,7.56573515802683,6.12,43978.257538366,1767399.28994795
83586.9015638528,6.61614428251221,7.48334714060225,4.5,34277.630764031,1588549.50073193
86343.4378654596,5.51333785768636,7.24669986412739,3.26,35780.3549933541,1685217.10494443
65846.1710385379,6.38537364684853,6.80413090353538,3.18,28214.3635513084,928950.00324854
69577.1376223303,6.01958136301539,8.10382966328846,5.05,48122.1019507328,1565931.19168191
61581.048048826,4.99328651275145,6.52944563528107,2.2,43070.5153864127,926882.919476562
79097.1340019695,5.87308377115329,8.00730484332511,5.09,43950.6623795685,1770616.92993542
68988.290460469,5.85488592830071,8.36657043892919,4.36,28734.9379156133,1279353.92451211
46926.3711515384,4.84215284281325,5.1836365517681,3.16,53820.1327793422,530764.672463783
84708.4120630132,8.46551395309211,8.23942655199291,4.09,28218.6232783238,1874895.60156911
79619.35414293,5.72631464478179,7.34728800417234,6.17,34605.3946203416,1422890.02088537
61795.4765418705,7.05501185839165,6.90542484580289,4.01,40719.1267915461,1245788.30280622
54621.0169388235,6.38748624409324,7.08395758756752,5.25,44500.3519448809,1248130.52058786
70153.8758325348,7.44397358587793,6.71485022332198,4.17,31863.400046732,1535564.55202976
79292.8075852591,6.56263310079503,8.02971988963028,4.26,27772.6724705838,1709441.80646557
67348.1033429602,4.95391967784754,8.54176844517446,4.11,52158.0171424507,1433260.22774188
73355.6929058422,6.53347023053681,7.59452875665715,6,28007.8957325673,1282758.90307051
68958.0212805191,6.02420984862088,7.72472337339288,3.37,46682.3404930969,1682708.61686642
44088.2741828342,7.55764267308367,5.58104069188753,2.44,31032.9203025671,624482.763586648
80650.4039756258,5.02347138252874,7.51513560119178,6.1,54516.2874641401,1651684.77387328
57945.3229772585,4.89383385177461,7.34387427368376,3.14,23040.4135793565,768034.533073197
63625.8121508053,5.18869950074429,5.82120385216608,2.31,35778.4586677066,1001876.60615525
60684.0445345603,6.87754280069972,8.21497829537653,6.26,42643.1429141644,1500821.46909593
90160.6909736226,3.39575865936693,5.94234175909664,2.15,34010.0498262294,1273988.48295656
62016.0765407862,4.97901143428285,6.89207249250337,2.09,48896.8201182068,1031046.36542665
79261.1491141948,5.14648998476439,7.5103712909999,6.45,36128.9901044238,1508198.67175522
49205.8226050638,6.39777038900744,6.88409687021876,4,30395.7760387594,773996.476231782
84973.888428739,6.55288923516689,7.62802229905037,6.08,38072.3953598422,1723706.75852286
80573.7919519845,3.96277029745908,8.03707208638997,3.02,34411.8680755212,1260826.63799718
71062.0795675525,7.1875752816318,6.57048134668817,4.41,30770.846815384,1367142.71669501
85828.0128448105,5.19509653204646,7.41464193472948,5.49,29248.2828738689,1303091.90986294
67868.7988134526,7.14758100655305,6.37399161260311,4.04,32732.1610483052,1341870.35378645
72778.9169670464,6.22354545378019,7.77533570203478,4.01,24559.0137925487,1188416.80571588
73304.9027095291,4.60488343281054,7.83578018550996,6.24,24283.8698912779,1155077.13100554
68025.5706626378,5.24805468070858,6.94508399696864,4.23,35478.5829895263,1048969.49327388
81024.7820520371,5.7969850827957,6.71511072536034,2.05,25837.864484373,1319478.28736545
69289.1806835079,4.93163448822498,6.36475668417967,4.44,40695.7978564497,1022408.90104638
72695.1151374667,5.36377686211404,6.87198038136577,4.24,48115.4207802513,1394970.59858557
67568.9316305539,4.99624897259878,7.5941586579981,4.17,36474.9879962004,1183343.56649345
76503.550920157,5.63838773724333,6.55662030864793,4.41,42154.3565952109,1259919.98265351
66273.7401647545,4.97275856589488,6.9731510312877,2.01,12950.5669137003,579585.698020443
57736.4283887337,7.40937337412213,7.45034062431046,4.29,45688.1024995493,1591188.34848729
73505.1261625624,7.20780398815055,7.5108329727476,6.05,31536.849077193,1437153.95853193
60537.86806277,4.64956537139361,6.79715935487726,3.43,31247.5804692876,851018.955833101
66544.7367928347,6.39547541675034,6.28981290768852,2.25,34141.6998753159,1321037.41361477
60754.6336207199,6.47839483193296,6.04031405671284,3.21,29425.4061954542,1112286.04638504
86160.9893160532,4.19919552685987,7.6910266712014,3.23,47757.317976097,1509968.98457224
44577.1526277845,7.90498596682957,7.17295285168529,5.45,27835.5365396877,959625.530177179
61951.4899285573,5.01927071633765,7.06069232448396,5.5,38737.2838608831,1032180.37825914
79027.7378365231,5.99403033637439,6.91567232243917,3.02,21387.6299924578,1232014.52710861
69186.6225176428,7.32827543895157,6.49903346304319,4.38,49505.7837010687,1575100.91278732
84268.2244822623,4.49582106458321,7.18760226626687,4.23,31182.3880200433,1257433.08560456
93719.4707482917,6.55505538672098,7.59827622966874,5.49,39900.4499466803,2173808.62771574
65218.3482635306,5.70798508016005,7.09498181636142,5.28,34863.8593484564,1115549.26805574
78169.5246916856,5.54037501160531,5.1693034012224,3.32,44503.9174056517,1397956.19564623
63907.7165546461,5.15505616019466,8.06001095631719,4.14,28299.4633149084,1003905.05954605
74867.526588695,6.44212390814673,6.29693308461997,4.27,57841.2193515216,1614373.96398311
73950.976230811,6.36946142085406,6.72878710080668,2.11,30518.8180063557,1463367.82082537
74158.8575488555,4.1503886179683,8.17814347340816,3.35,32580.5393564159,966620.514110697
63280.7079842136,7.24729851664728,7.87522403570478,3.09,43031.5616973199,1453663.25175692
75869.2351141776,5.93277452011413,7.63563030480524,5.22,32436.2863428859,1321388.61933087
61171.8827087099,4.0694286483797,7.17185355385621,6.16,41919.9010950902,910512.63536174
66120.4194665529,5.79587545452907,7.5049019286879,5.03,28439.3588889058,1029354.49485583
79566.9169773986,5.49642816541604,7.11441131378679,5.06,49311.7577818516,1608889.26337971
84020.4975942236,5.37784554981367,7.32843504572458,4.24,25975.5058291333,1458009.21052569
83936.3419674725,7.70450520050905,6.19361796835933,3.19,55471.7833792339,2198564.57267471
60007.135803728,7.39769853927158,6.11993832055784,4.02,47734.4070639643,1281777.58116751
60125.8062679357,7.14579522695918,7.06588185601615,3.22,25424.0348300099,1196643.38452822
70580.4378885776,6.35513390667277,8.00644912790824,3,36626.7039937511,1578493.70778387
53029.3532590286,4.29185582956173,6.74487308982384,2.4,34472.3037396461,430088.250714624
55289.1081360347,5.67577358201433,7.21706801916475,5.11,30773.2589888791,677988.255467683
71776.6175958756,5.22130850271915,8.22846415682093,5.04,29802.4622942926,1085534.17857374
75999.6975165712,6.49018603635611,7.24103556541812,4.21,35183.7202579091,1634781.27382689
56265.9743093701,5.83842332462486,7.89415041528245,3.2,40493.063980724,1167449.98986973
61590.8940326401,6.82312399269159,6.41244048921272,4.07,34460.0082668686,1067727.09466734
71172.4890613736,5.78041927256113,6.10266794696383,4.16,23264.3705246033,887739.432103921
57925.0021655999,3.4904299596676,7.34626466314076,6.37,40177.8767203724,842924.553772624
75025.9642882165,3.38600382870517,6.11978130007149,4.07,33970.360114018,864067.061537176
53080.4434469792,5.47483596423362,6.36553627118961,2.4,23763.1972344678,508951.5668799
64629.4627911214,6.2921891088451,4.70824328948135,3.13,46877.1455730322,1223777.49762374
62559.2988238939,4.45702977254302,8.02045004686344,5.02,44521.7628503227,1029037.42913645
90691.2079950347,5.23309335711489,7.02405796991575,6.11,20846.5398237474,1487997.87866332
77700.594208413,6.77556839911837,8.87786782624263,6.13,38827.4058064652,1836419.64066846
66141.1915964836,5.03056170234958,7.87611609552219,3.5,37355.8646434187,1148066.8130584
79990.0533000418,6.05023964596174,5.7034819547856,4.06,37816.7980846713,1318681.04018215
76293.9443204524,5.28786286695319,5.87319405284282,4.04,40712.3977743188,1174481.06641427
76255.7895810632,6.017827234886,7.98519978316148,3.15,41297.0749560208,1522954.93892691
76365.1805611271,4.54018205912785,8.5533434723245,3.4,19991.6334014743,1132146.32043532
73438.5870656263,6.44872128082969,6.29375686408376,3.38,33285.9509139083,1212461.52637193
46474.3169733752,7.28198330286426,7.92598627066653,5.13,28182.0961015424,864132.0330832
68562.0245278466,6.3172858880767,7.30564704902127,3.22,35476.168797827,1336377.82525371
63785.5512764369,7.19631357068836,6.35787355250892,4.5,67353.9652038635,1747244.86330757
71320.8677956474,4.19680353136098,7.21245150102185,4.17,47871.971837528,1398353.5906641
93128.7210113658,6.19274631487361,7.65826487610351,4.17,42100.8341212418,2020158.3629418
71833.8735793829,5.87626976184842,4.6302303284096,3.04,31326.3386396478,877779.344118459
51815.3641896893,5.74290293134988,8.6804035825372,3.01,43604.7928842588,1255202.10983879
69245.8857786074,5.70759961341673,6.3087771823581,2.1,37597.8684081931,1173413.5499918
63765.4962201779,6.77875669075528,8.28925400500331,5.34,34303.4103540274,1326680.24444251
81844.4558369409,5.11652217984598,7.21535474890874,6.19,51937.4370887689,1585521.98911286
62798.232982855,5.89087236386096,6.48165139944581,3.05,34652.2578865061,1106336.83830469
56281.205225261,5.26965786270847,7.85138367047949,6.27,29141.7397767077,962501.901521562
67059.9666435143,6.93535862178624,7.68374907576379,5.22,51237.3884021223,1408074.53029754
58385.2153734407,7.58855881961177,6.40611757669105,2.3,41930.3750092384,1266209.75320911
70259.068392227,6.75734532091237,7.68491170133404,6.05,54050.6446889417,1741052.95962204
87929.4535668224,5.52113272288403,5.66487990795382,3.06,44486.3830672612,1636559.24060426
94733.9712754783,7.88582881089485,7.16237264575613,5.41,46314.6900458326,2318285.70333662
73504.8883869738,4.84139298724981,8.50508680018379,5.5,47118.4206347736,1409892.08977612
78643.1717148627,7.12720914576805,5.72593031580866,3.36,13889.0760166872,1166198.11561207
78318.8144908417,5.5002000833489,5.84524383410109,2.05,41569.3964540957,1393995.96182827
63639.9174508309,6.1711132630328,8.3184430785759,5.22,41448.7522495462,1462608.69602206
81728.4385724582,5.5276122343087,7.66677963673286,6.1,51629.3187423096,1922281.30533975
89551.7316462373,5.80216221091944,6.91526420498976,2.14,43964.6584473618,1587406.30285697
49493.2960838179,6.31255834428141,7.5869428264675,3.29,39909.1753038513,967868.51456034
61461.4968126384,5.31214880750474,7.508754673492,4.23,49688.036471843,1426545.96733903
72692.5908592818,6.26282261992776,8.60695399326968,3.06,33125.496427618,1725429.74874065
